1~1~Cable Neck Flexion~Cable~Auxiliary or Basic~Isolated~Pull~Sit on bench facing away from middle pulley. Place neck in harness cable attachment. Place arms on lower thighs for support.~Move head away from pulley by bending neck forward until chin touches upper chest. Return head by hyperextending neck and repeat.~Positioning pulley higher will alter tension curve by decreasing effort required near initiation of concentric contraction while increasing effort required near end of concentric contraction. Positioning pulley slightly higher than what is shown will allow greater effort in middle of movement.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJo3sGeMp3I85mm1574hY074GFsYcQm73qLQdYLhvK_gtoNQp8wD02nmS6arI&amp;s~8~1350000
2~1~Cable Neck Flexion (with belt)~Cable~Auxiliary or Basic~Isolated~Pull~Attach belt on low pulley cable by attaching carabiner on belt buckle. Grasp attached belt, face away from pulley, and place head in belt loop. With belt above ears, clamp belt snugly around head by tightly gripping ends close to back of mid-head. With neck braced and assistance of arm, lunge forward to angle torso forward with feet staggered. Place hand on lower thigh for support.~Pull head forward and down by flexing neck until chin touches upper chest. Return by hyperextending neck until head is angled upward. Repeat.~Use neck to pull belt rather than allowing hand to assist. Keep clinched grip on belt against back of mid-head throughout movement. Clamping belt higher up further from base of skull will permit torque throughout fuller range of motion, particularly range of motion nearer full flexion.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJo3sGeMp3I85mm1574hY074GFsYcQm73qLQdYLhvK_gtoNQp8wD02nmS6arI&amp;s~5~3210000
3~1~Cable Neck Rotation (with belt)~Cable~Auxiliary~Isolated~Pull~Place workout chair or bench with vertical back support facing to one side near adjustable height cable pulley. Adjust pulley approximately height of head when seated. Attach belt on low pulley cable by attaching carabiner on belt buckle. Sit on bench, grasp attached belt from side. Face toward cable pulley and place head in belt loop. With belt above ears, clamp belt snugly around head by tightly gripping ends close forehead. Position torso upright with feet wide apart and hand nearest cable pulley on lower thigh for added support.~Turn head away from pulley cable by rotating head away from pulley. Turn head back toward cable pulley and repeat. Turn seat the opposite direction or attach belt to pulley on opposite side and continue with other side.~Sit at distance away from pulley so weight does not bottom out at lowest range of motion. Keep clinched grip on belt against side of head throughout movement. Use heads friction on belt to pull belt rather than pushing with the hand used to keep belt tight around head. Keep back against back pad to minimize torso movement, reducing rotation below cervical spine.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxR_DDB3HRUNww5sOnLaVoYQfX8_VQ_0d9XPEy50k3-FoGs8KW5HY6YhJTQps&amp;s~1~126000000
4~1~Cable Lateral Neck Flexion (with belt)~Cable~Auxiliary~Isolated~Pull~Adjust pulley approximately height of neck or head when seated. Attach belt on low pulley cable by attaching carabiner on belt buckle. Sit on bench with pulley to one side and feet apart. Place head in belt loop. With belt above ears, clamp belt snugly around head by tightly gripping ends close to side of head. Pull torso upright by bracing opposite hand on far side of bench.~Pull head away from pulley cable by laterally flexing neck. Tilt head back toward cable pulley and repeat. Sit on bench the opposite direction and continue with other side.~Sit at distance away from pulley so weight does not bottom out at lowest range of motion. Keep clinched grip on belt against side of head throughout movement. Woven cotton or cloth belts tend to slip less, particularly on bald heads. If belt slips from head, place small towel between belt and head.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJo3sGeMp3I85mm1574hY074GFsYcQm73qLQdYLhvK_gtoNQp8wD02nmS6arI&amp;s~5~3080000
5~1~Lever Neck Flexion (plate loaded)~Lever (plate loaded)~Auxiliary or Basic~Isolated~Pull~Sit on seat in machine. Position padded lever on face. Position body so neck is in line with lever axis. Grasp handles for support.~Move head forward by flexing neck until chin touches upper chest. Return head by hyperextending neck and repeat.~Other~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkZVpl9Bk5ejYrlNEIGAP14ghHL9oqzfUfmLOmyMXUr6Rfr6peGTj6oD6keA&amp;s~4~4770000
6~1~Lever Lateral Neck Flexion (plate loaded)~Lever (plate loaded)~Auxiliary~Isolated~Pull~Sit on seat in machine with feet apart   . Position padded lever on side of head. Center body so neck is in line with lever axis. Grasp handles for support.~Move head down to side by laterally flexing neck. Return head to opposite side and repeat. Sit in machine backwards and continue with opposite side.~See all muscle used in Lateral Flexion:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcJYw54sehytRmYQs0cQG860rdxgJ068jwVqCUn0TXE9eCw4LckN7LNNfysZA&amp;s~4~4510000
7~1~Lever Neck Flexion~Lever (selectorized) ~Auxiliary or Basic~Isolated~Pull~Sit on seat in machine. Position padded lever on face. Position body so neck is in line with lever axis. Grasp handles for support.~Move head forward by flexing neck until chin touches upper chest. Return head by hyperextending neck and repeat.~Other~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNrNwC2VlHbBd9vkJL5z57NPSXBJbj6RCzclfGFJ0NI4a-9-4TOgV3iHivjQ&amp;s~7~1600000
8~1~Lever Lateral Neck Flexion~Lever (selectorized) ~Auxiliary~Isolated~Pull~Sit on seat in machine with feet apart. Position side of head on padded lever. Center body so neck is in line with lever axis. Grasp handles for support.~Move head down to side by laterally flexing neck. Return head to opposite side and repeat. Sit in machine backwards and continue with opposite side.~See all muscle used in Lateral Flexion:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcJYw54sehytRmYQs0cQG860rdxgJ068jwVqCUn0TXE9eCw4LckN7LNNfysZA&amp;s~8~1290000
9~1~Weighted Lying Neck Flexion~Weighted~Auxiliary or Basic~Isolated~Pull~Place folded towel on weight plate(s). Lie supine on bench, head extending off of end of bench. Place plates on forehead with towel placed in between for comfort.~Move head up by flexing neck until chin touches upper chest. Return by hyperextending neck and repeat.~Balance weight on back of head with both hands throughout movement. Weight plate(s) can be tilted slightly to higher point on head to keep resistance slightly more consistent throughout movement. Tilt weight forward slightly at bottom and back slightly at top. Also see Weighted Neck Flexion positioning body perpendicular on bench.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaigUSxb9GI-QhAMhOsyr-0OPyyxZUW1tPW5DDuYaITcOTAOI5bvECcUB5f2Q&amp;s~10~580000
10~1~Weighted Neck Flexion~Weighted~Auxiliary or Basic~Isolated~Pull~Place folded towel on weight plate. Lie supine perpendicular on bench with low back and hips extending off and feet on floor. Place weight and towel on forehead. Place plates on forehead with towel placed in between for comfort.~Move head up by flexing neck until chin touches upper chest. Return by hyperextending neck and repeat.~Balance weight on back of head with both hands throughout movement.Weight plate(s) can be tilted slightly to higher point on head to keep resistance slightly more consistent throughout movement. Tilt wei   ght forward slightly at bottom and back slightly at top. Also see Weighted Lying Neck Flexion lying on bench longwise.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaigUSxb9GI-QhAMhOsyr-0OPyyxZUW1tPW5DDuYaITcOTAOI5bvECcUB5f2Q&amp;s~4~4920000
