2669~11~Clean and Jerk~Barbell~Power~Compound~Pull & Push~Stand over barbell with balls of feet positioned under bar slightly wider apart than hip width. Squat down and grip bar with overhand grip slightly wider than shoulder width. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.~Clean: Pull bar up off floor by extending hips and knees. As bar reaches knees, vigorously raise shoulders while keeping barbell close to thighs. When barbell passes mid-thigh, allow it to contact thighs. Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to flex out to sides, keeping bar close to body. Aggressively pull body under bar, rotating elbows around bar. Catch bar on shoulders while moving into squat position. Hitting bottom of squat, stand up immediately. Jerk: Adjust grip if necessary. Inhale and position chest high with torso tight. Keeping pressure on heels, dip body by bending knees and ankles slightly. Explosively drive upward with legs, driving barbell up off shoulders. Drop body downward and split one foot forward and other backward as fast as possible, while vigorously extending arms over head. ~Hook grip is used by advanced lifters to maintain grip during clean. Do not jerk weight from floor; arise steadily then accelerate. The Clean-and-Jerk is multi-movement lift. In Clean, barbell is lifted from floor to shoulders. In Jerk, barbell is driven from shoulders to arms length overhead. The lift is complete when feet are in line and bar is under control. Also see:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCZxq6wpK8Ag9ricIrTR-yGNzTcO1p-z6kC5tVLoxUkLZGbjahq7GK_5EerA&amp;s
2670~11~Power Clean and Jerk~Barbell~Power~Compound~Pull & Push~Stand over barbell with balls of feet positioned under bar slightly wider apart than hip width. Squat down and grip bar with overhand grip slightly wider than shoulder width. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.~Adjust grip if necessary. Inhale and position chest high with torso tight. Keeping pressure on heels, dip body by bending knees and ankles slightly. Explosively drive upward with legs, driving barbell up off shoulders. Drop body downward and split one foot forward and other backward as fast as possible, while vigorously extending arms over head. The split position places front shin vertical to floor with front foot flat on floor. The rear knee is slightly bent with rear foot positioned on toes. The bar should be positioned directly over ears at arm&#39;s length with back straight. Push up with both legs. Position feet side by side by bringing front foot back part way and then rear foot forward.~Hook grip is used by advanced lifters to maintain grip during clean. Do not jerk weight from floor; arise steadily then accelerate. The Power Clean-and-Jerk is multi-movement lift. In Power Clean, barbell is lifted from floor to shoulders. In Jerk, barbell is driven from shoulders to arm&#39;s length over head. The lift is complete when feet are in line and bar is under control. Also see:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQNzmXtXSI7GfGD-IbbuluNlz7Tnshg3IPFHO0REUCx8hTkqPP3_PFX3iglyg&amp;s
2671~11~Hang Power Clean and Jerk~Barbell~Power~Compound~Pull & Push~Stand with barbell with overhand grip slightly wider than shoulder width. Feet point forward hip&#39;s width apart or slightly wider. Bend knees and hips so barbell touches mid-thigh; shoulders over bar with back arched. Arms are straight with elbows pointed along bar. Chest is spread and wrists are slightly flexed.~Clean: Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to flex out to sides, keeping bar close to body. Aggressively pull body under bar, rotating elbows around bar. Catch bar on shoulders before knees bend lower than 90°. Stand up immediately so thighs ride no lower than parallel to floor. Jerk: Adjust grip if necessary. Inhale and position chest high with torso tight. Keeping pressure on heels, dip body by bending knees and ankles slightly. Explosively drive upward with legs, driving barbell up off shoulders. Drop body downward and split one foot forward and other backward as fast as possible, while vigorously extending arms over head. ~Hook grip is used by advanced lifters to maintain grip during clean.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2Kjw-Mizn8T-EdKrve57NnkFmUB6YpY8II1A6Yd2TctrQyFAt4FteuBAiRew&amp;s
2672~11~Hang Clean and Jerk (from floor)~Barbell~Power~Compound~Pull & Push~Stand over barbell with balls of feet positioned under bar slightly wider apart than hip width. Squat down and grip bar with overhand grip slightly wider than shoulder width. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar. Pull bar up off floor by extending hips and knees.~Clean: From standing position, bend knees and hips so barbell touches mid-thigh, shoulders over bar with back arched. Maintain arms&#39; alignment with elbows pointed along bar. Chest is spread and wrists are slightly flexed. As bar reaches knees, vigorously raise shoulders while keeping barbell close to thighs. When barbell passes mid-thigh, allow it to contact thighs. Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to flex out to sides, keeping bar close to body. Aggressively pull body under bar, rotating elbows around bar. Catch bar on shoulders while moving into squat position. Hitting bottom of squat, stand up immediately. Jerk: Adjust grip if necessary. Inhale and position chest high with torso tight. Keeping pressure on heels, dip body by bending knees and ankles slightly. Explosively drive upward with legs, driving barbell up off shoulders. Drop body downward and split one foot forward and other backward as fast as possible, while vigorously extending arms over head. ~Hook grip is used by advanced lifters to maintain grip during clean. The difference between this movement and the Clean-and-Jerk is additional lowering phase after barbell is lifted off of floor.  ~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2Kjw-Mizn8T-EdKrve57NnkFmUB6YpY8II1A6Yd2TctrQyFAt4FteuBAiRew&amp;s
2673~11~Hang Power Clean and Jerk (from floor)~Barbell~Power~Compound~Pull & Push~Stand over barbell with balls of feet positioned under bar slightly wider apart than hip width. Squat down and grip bar with overhand grip slightly wider than shoulder width. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar. Pull bar up off floor by extending hips and knees.~Adjust grip if necessary. Inhale and position chest high with torso tight. Keeping pressure on heels, dip body by bending knees and ankles slightly. Explosively drive upward with legs, driving barbell up off shoulders. Drop body downward and split one foot forward and other backward as fast as possible, while vigorously extending arms over head.~Hook grip is used by advanced lifters to maintain grip during clean. Do not jerk weight from floor; arise steadily then accelerate. The difference between this movement and the Power-Clean-and-Jerk is that barbell is not dropped to floor and lifted off of floor. See Hang Power Clean and Jerk.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2Kjw-Mizn8T-EdKrve57NnkFmUB6YpY8II1A6Yd2TctrQyFAt4FteuBAiRew&amp;s
2674~11~Clean~Barbell~Power~Compound~Pull~Stand over barbell with balls of feet positioned under bar pointing forward, hip width&#39;s apart or slightly wider. Squat down and grip bar with overhand grip slightly wider than shoulder width (thumbs length from ends of knerlings on Olympic bar). Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.~~Hook grip is used by advanced lifters to maintain grip. Do not jerk weight from floor; arise steadily then accelerate. In clean, barbell is lifted from floor to shoulders. The lift is complete when feet are in line and bar is under control. Also known as Squat Clean. Also see:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSO_QMJunLQCqx9i_Ndy94iAo8U51Akau2R3FZTeqKFUIqJd8m4-qXmsxYLJjc&amp;s
2675~11~Power Clean~Barbell~Power~Compound~Pull~Stand over barbell with balls of feet positioned under bar pointing forward, hip width&#39;s apart or slightly wider. Squat down and grip bar with overhand grip slightly wider than shoulder width (thumbs length from ends of knurlings on Olympic bar). Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.~~Hook grip is used by advanced lifters to maintain grip during clean. Do not jerk weight from floor; arise steadily then accelerate. In Power Clean, barbell is lifted from floor to shoulders. The lift is complete when feet are in line and bar is under control. Also see:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6oZM7ZOkixeB7FZew83085Vm0K0FpNN_sjNb2aGj4UYh8PY7_eqrrnhsCfjE&amp;s
2676~11~Deficit Clean~Barbell~Power~Compound~Pull~Stand on shallow platform positioned under barbell with balls of feet under bar pointing forward, hip width&#39;s apart or slightly wider. Squat down and grip bar with overhand grip slightly wider than shoulder width (thumbs length from ends of knurlings on Olympic bar). Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.~~Hook grip is used by advanced lifters to maintain grip. Do not jerk weight from floor; arise steadily then accelerate. In clean, barbell is lifted from floor to shoulders. The lift is complete when feet are in line and bar is under control. Also known as Squat Clean. Also see:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl79Gx4L_mXigV_tryD7PBSqKO0jWPEjpe3Ih6OQ3RUDYXayHP8UTmqUwvMOg&amp;s
2677~11~Block Clean~Barbell~Power~Compound~Pull~Stand over barbell on blocks with balls of feet positioned under bar pointing forward, hip width&#39;s apart or slightly wider. Squat down and grip bar with overhand grip slightly wider than shoulder width (thumbs length from ends of knurlings on Olympic bar). Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.~~Hook grip is used by advanced lifters to maintain grip. Do not jerk weight from floor; arise steadily then accelerate. In clean, barbell is lifted from floor to shoulders. The lift is complete when feet are in line and bar is under control. Also known as Squat Clean. Also see:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSId6Pz8Ohdvorh7npd9GOyvvIN5itbBBjLM9EHloXpVdHT1G1VrdNOkL3SJw&amp;s
2678~11~Block Power Clean~Barbell~Power~Compound~Pull~Stand over barbell on blocks with balls of feet positioned under bar pointing forward, hip width&#39;s apart or slightly wider. Squat down and grip bar with overhand grip slightly wider than shoulder width (thumbs length from ends of knurlings on Olympic bar). Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.~~Hook grip is used by advanced lifters to maintain grip during clean. Do not jerk weight from floor; arise steadily then accelerate. In Power Clean, barbell is lifted from floor to shoulders. The lift is complete when feet are in line and bar is under control. Also see:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_KoPwP2FxLK7TKtfjHIzqwa3yQGxkAoQXfd87aw4h9dw6GInLxZFlt7T_2_4&amp;s
2679~11~Block Pull~Barbell~Power~Compound~Pull~Stand with barbell on blocks with overhand grip slightly wider than shoulder width. Bend knees and hips so barbell touches thigh, shoulders over bar with back arched. Arms are straight with elbows pointed along bar.~~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLrKme7L18wOHir4hwFXnNbISUe59CAUJSHsRVpA11iVklgSa-bgL_B76CjOs&amp;s
2680~11~Hang Clean~Barbell~Power~Compound~Pull~Stand with barbell with overhand grip slightly wider than shoulder width. Feet point forward hip&#39;s width apart or slightly wider. Bend knees and hips so barbell touches mid-thigh; shoulders over bar with back arched. Arms are straight with elbows pointed along bar. Chest is spread and wrists are slightly flexed.~~Hook grip is used by advanced lifters to maintain grip during clean. Pull bar up in straight path, keeping bar close to body. Also known as Hang Squat Clean.   Also see:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStJ_6cpcbKvv9VXWByM3neukwlIrFmN9VIrOxezz0ORtGmbLwDeCYWUEr4S-s&amp;s
2681~11~Hang Power Clean~Barbell~Power~Compound~Pull~Stand with barbell with overhand grip slightly wider than shoulder width. Feet point forward hip&#39;s width apart or slightly wider. Bend knees and hips so barbell touches mid-thigh; shoulders over bar with back arched. Arms are straight with elbows pointed along bar. Chest is spread and wrists are slightly flexed.~~Hook grip is used by advanced lifters to maintain grip during clean. Pull bar up in straight path, keeping bar close to body. Also see:~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6XbF8TVMx-C1Wkf538KofoqItm47xXlJdkOg0R-J-LCqLJ5JoyoprFTRdOA&amp;s
2682~11~High Pull~Barbell~Power~Compound~Pull~Stand over barbell with balls of feet positioned under bar slightly wider apart than hip width. Squat down and grip bar with overhand grip slightly wider than shoulder width. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.~~Pull bar up in straight path, keeping bar close to body. Also see movement in Slow Motion.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_-2W9g7HV5qcRUjCHnV3KHA8FPNEMWxTc9L8e_yWAGbfdkRgZrosP7xoDPFE&amp;s
2683~11~Hang High Pull~Barbell~Power~Compound~Pull~Stand with barbell using overhand grip, slightly wider than shoulder width. Bend knees and hips so barbell touches mid-thigh, shoulders over bar with back arched. Arms are straight with elbows pointed along bar.~~Pull bar up in straight path, keeping bar close to body. Optional: Knees and hips can bend slightly as bar reaches upper chest. ~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnY09_IA7jFoYLhAi-eQ5oBBmZV6aOWYWE953Alv755ImYXBgPZnyh3i_7w&amp;s
2684~11~Below Knee High Pull~Barbell~Power~Compound~Pull~Stand with barbell using overhand grip, slightly wider than shoulder width. With back arched, lower barbell by hinging through hips while bending knees until travels just below knees. Keep arms straight with elbows pointed along bar.~~Pull bar up in straight path, keeping bar close to body. Optional: Knees and hips can bend slightly as bar reaches upper chest.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZicqjA1ZwwcS4xJkn2lSltkHQyCOzCUQWxbpowZr5DmPlZsb0x1IYw4VQTQ&amp;s
2685~11~Jump Shrug~Barbell~Power~Compound~Pull~Stand over barbell with balls of feet positioned under bar hip&#39;s width apart or slightly wider. Squat down and grip bar with overhand grip slightly wider than shoulder width. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar. Chest is spread and wrists are slightly flexed.~~Jump Shrug is initial movement of Hang Clean. Also see movement in Slow Motion.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSy4dADXmsr0jAVuXWQvNtL93CqJgNXdbGVr6XmivyyJGTAwETdny6G2Zg2Xf8&amp;s
2686~11~Hang Jump Shrug~Barbell~Power~Compound~4Pull~Stand with barbell with overhand grip slightly wider than shoulder width. Bend knees and hips slightly; shoulders over bar with back arched. Arms are straight with elbows pointed along bar.~~Also see movement in Slow Motion.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7Zq9WO-nYKJ7ZEDAuC8KTNZKpzkdP719TarkNl5o5yhiOVg8IKZd8i4BVfA&amp;s
2687~11~Push Press~Barbell~Power~Compound~Push~Grasp barbell from rack or clean barbell from floor with overhand grip, slightly wider than shoulder width. Position bar chest high with torso tight. Retract head back.~~Also see Slow Motion.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRT-Uw7aQzDICELiTz3VYv39_T2a0D9vCoCBbQgmYU1ts_dG97Y64WggDKYTfc&amp;s
2688~11~Push Press (behind neck)~Barbell~Power~Compound~Push~Position barbell on back of shoulders from rack or clean barbell from floor with overhand grip and push press bar to back of shoulders. Hands should be slightly wider than shoulder width with torso tight.~~Also see movement in Slow Motion.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSub4o1_qOd-2PYZEDgI0T41PaQSSbHlw5qutVfCH6-FMd5yTkyU_TqwN-u9g&amp;s
2689~11~Split Jerk~Barbell~Power~Compound~Push~Grasp barbell from rack or clean barbell from floor with overhand grip, slightly wider than shoulder width. Position bar chest high with torso tight. Retract head back.~~The barbell is driven from shoulders to arms length over head. The lift is complete when feet are in line and bar is under control. Also see movement in Slow Motion.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdfKFxPompEi8oyMFI4wgXZEvUwZbE6UL4tsJCTEFRu29A_y4oCfoT2Ej_UQ&amp;s
2690~11~Split Jerk (behind neck)~Barbell~Power~Compound~Push~Position barbell on back of shoulders from rack or clean barbell from floor with overhand grip and push press bar to back of shoulders.~~The barbell is driven from back of shoulders to arms length over head. The lift is complete when feet are in line and bar is under control. Also see movement in Slow Motion.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQilLnXzxliIULrwN1pFQpOg2HxrhbYef4e-XSbY5hl3odkNponnQfT7CGZMQ&amp;s
2691~11~Romanian Deadlift~Barbell~Power~Compound~Pull~Grasp barbell from rack or deadlift from floor with shoulder width to wide overhand grip. Stand with shoulder width or narrower stance.~~Throughout lift, keep arms and back straight and chest high. Wider grip allows for slightly fuller range of motion (descent).~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRybXXAeONplQfgzbmBmuNVipyk1eahDOaOECuNUP6TZoLLID6Gn9d2RGTHQg&amp;s
2692~11~Barbell Bulgarian Squat~Barbell~Power~Compound~Push~Stand facing rack with barbell at upper chest height and short platform behind. Position bar on back of shoulders and grasp barbell to sides. Dismount bar from rack and step back to platform. Extend leg back and place forefoot on platform.~~Bulgarian weightlifting coach Angel Spassav recommends no greater height of 4&#34;-6&#34; platform depending on athletes&#39; height. Standard bench of 12&#34; can be performed by athletes training for sports such as skating or dancing. Ideally the back leg would be as straight as possible if flexibility permits (Heffernan 2019).~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMtq0j4DMAjH38whl5MKF65ZERuvpjJgnXFDotO4QsXSGJGu_IqJ9_zezrrZI&amp;s
2693~11~Front Squat (weightlifting style)~Barbell~Power~Compound~Push~Grasp barbell from rack or clean barbell from floor with overhand open grip, slightly wider than shoulder width. Position barbell chest high with back arched. Place bar in front of shoulders with elbows placed forward as high as possible and finger under bar to each side. Position heels hip width or slightly wider with feet angled outward.~~Front Squat is receiving position for Clean. Keep head forward, chin in, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. See Squat Analysis. Also see bodybuilding style Front Squat. Optional: Accelerate when squatting up and slowing just before full extension.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROKfQc4upzEQL7XxC0fBS8bmE-ACraXGV5H6OTMujs0GB8WyKuRyGAr0pmWtU&amp;s
2694~11~Dumbbell Hang Clean and Jerk~Dumbbell~Power~Compound~Pull & Push~Stand shoulder width apart with dumbbells down to sides, palms facing inward and arms straight.~Clean: Bend knees and hips until dumbbells are just above knees. Jump upward extending body. Shrug shoulders and pull dumbbells upward with arms, allowing elbows to bend out to sides, keeping dumbbells close to body. Aggressively pull body under dumbbells, rotating elbows around dumbbells. Catch dumbbells on shoulders while moving into squat position. Stand up immediately. Jerk: Inhale and position chest high with torso tight. Keeping pressure on heels, dip body by bending knees and ankles slightly. Explosively drive upward with legs, driving dumbbells up off shoulders. Drop body downward and split one foot forward and other backward as fast as possible, while vigorously extending arms over head. ~See Barbell Hang Clean and Jerk.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-oDf9k4kzDuz1O-U9wP-mAPmydBeMzWspMDIxVvlmKjmHN0evW6u23FoHv4U&amp;s
